date,09:00寄成(元検証),09:05,09:10,09:20,09:30
2024-07-25,0.0016200328989251591,-0.02234127965120862,-0.005173171462524334,-0.003629534784902032,-0.003181572421896714
2024-07-26,0.06855657593702194,,-0.0327042653155584,0.026403617394357135,0.05464202150378208
2024-07-29,0.0558610444605734,,0.05919794736999311,0.0338793016457432,0.02325008526967486
2024-07-30,0.03527366973380712,,0.03490219049100316,0.013540204618189888,-0.0018936581099114106
2024-07-31,0.028935083761499173,0.014858733594186756,0.034090500610841575,0.017999361730828525,0.023747869196907703
2024-08-01,-0.014013303332693069,-0.01182467681370908,-0.014186421812000175,-0.012380692165754853,-0.007302042302488007
2024-08-02,-0.004917364895060105,-0.03296713492770637,-0.00814787653603324,-0.011348416511393285,-0.007609601972202538
2024-08-05,-0.013360407831000952,-0.13414562860089924,-0.09734297288795275,-0.026757532597052703,-0.02595040074279111
2024-08-06,0.012665132157127652,0.014282296673642317,-0.00921491898071193,-0.009132675272806784,-0.013877503455418362
2024-08-07,0.025556841049284965,0.01641049917198994,0.020250627337896315,0.02627533285764491,0.022576335555826516
2024-08-08,0.02390283284655065,0.02022940089162037,0.015144004176469656,0.01579542639425417,0.021821161199814264
2024-08-09,0.030919083009196043,0.03383740301201292,0.025509919941573717,0.02464464882699928,0.019117789836949187
2024-08-13,0.029772532982951457,-0.1777681670121056,-0.006826072601436751,0.0009555000294212867,0.006928903947044929
