,ped
2021-01-06,-0.005534009606661083
2021-01-07,0.004865509569969985
2021-01-08,0.017240910300242572
2021-01-12,-0.007631733524750452
2021-01-13,0.013705918735349036
2021-01-21,0.007669767848689563
2021-01-22,0.008109736868022311
2021-01-25,0.004344897078758226
2021-01-26,-0.0010881878441321294
2021-01-27,0.0013439594365406654
2021-01-28,-0.003216469914252058
2021-01-29,-0.017196100939887445
2021-02-01,0.01770516131583583
2021-02-02,0.01034950317375831
2021-02-03,0.010525704577130559
2021-02-04,-0.002056234506885511
2021-02-05,0.007205362155493007
2021-02-08,0.013875190506550119
2021-02-09,0.0011186342208635096
2021-02-10,0.005723304169504256
2021-02-12,0.008017538989486008
2021-02-15,0.0021437968569873677
2021-02-16,-0.0016230870581696692
2021-02-17,-5.553721945772416e-06
2021-02-18,-0.008157548369333878
2021-02-25,-0.03214888178913735
2021-02-26,-0.0330336236954615
2021-03-01,0.028042063094641856
2021-03-02,0.009506644869918913
2021-03-03,-0.028942164851426335
2021-03-04,-0.0622578778135048
2021-03-09,0.002513644818907956
2021-03-10,0.005166597053906544
2021-03-11,0.01671357525019157
2021-03-12,0.02852161663103144
2021-03-15,0.008836122300936911
2021-03-16,-0.0002
2021-03-23,-0.0002
2021-03-24,-0.026223675948179603
2021-03-25,0.013186584183929291
2021-03-26,0.010514460677163655
2021-03-29,0.04727052037309763
2021-03-30,-0.002416402766227218
2021-03-31,-0.003850603026751264
2021-04-01,0.0019015108057938938
2021-04-02,0.0007754141809664581
2021-04-05,-0.0038475812030310482
2021-04-06,-0.010973193268003468
2021-04-07,0.0058619197781476775
2021-04-08,-0.00657171034072668
2021-04-09,0.004395514175951274
2021-04-12,-0.0023222802283787212
2021-04-13,-0.01648644861442101
2021-04-15,0.0011060513713540888
2021-04-16,-0.012995143712011952
2021-04-19,0.008147369150487594
2021-04-20,-0.011689977179639412
2021-04-21,-0.01599658860596636
2021-04-22,0.014095638536993433
2021-04-23,-0.0050295708054277615
2021-04-26,0.004388251361922552
2021-04-27,-0.003761682909723608
2021-04-28,0.0008502691301801619
2021-04-30,-0.0028041176436278915
2021-05-06,0.013281708890270852
2021-05-07,0.0062361166093329885
2021-05-10,0.011010606811683619
2021-05-11,-0.023235656988137898
2021-05-12,-0.01998675339739244
2021-05-13,-0.012987928564363675
2021-05-14,0.014755086662032148
2021-05-17,-0.005268553477051274
2021-05-18,0.018818556320423063
