symbol,sector,signal_time,threshold,strategy,N,mean_bps,WR,Sharpe,t_stat
9101.T,海運,11:00,20,Trend,168,-4.138,50.6,-0.676,-0.552
9101.T,海運,11:00,20,Reversion,168,-3.862,44.05,-0.631,-0.515
9101.T,海運,11:00,30,Trend,129,-4.893,51.16,-0.734,-0.525
9101.T,海運,11:00,30,Reversion,129,-3.107,44.19,-0.466,-0.333
9101.T,海運,11:00,50,Trend,60,-6.17,51.67,-0.697,-0.34
9101.T,海運,11:00,50,Reversion,60,-1.83,45.0,-0.207,-0.101
9104.T,海運,09:30,20,Trend,133,-1.336,49.62,-0.151,-0.11
9104.T,海運,09:30,20,Reversion,133,-6.664,49.62,-0.753,-0.547
9104.T,海運,09:30,30,Trend,95,-2.997,51.58,-0.295,-0.181
9104.T,海運,09:30,30,Reversion,95,-5.003,48.42,-0.493,-0.303
9104.T,海運,09:30,50,Trend,39,-20.164,46.15,-1.465,-0.577
9104.T,海運,09:30,50,Reversion,39,12.164,53.85,0.884,0.348
9104.T,海運,10:00,20,Trend,147,-2.778,46.26,-0.325,-0.248
9104.T,海運,10:00,20,Reversion,147,-5.222,49.66,-0.612,-0.467
9104.T,海運,10:00,30,Trend,108,-1.414,45.37,-0.148,-0.097
9104.T,海運,10:00,30,Reversion,108,-6.586,50.0,-0.691,-0.453
9104.T,海運,10:00,50,Trend,54,0.516,38.89,0.042,0.019
9104.T,海運,10:00,50,Reversion,54,-8.516,57.41,-0.695,-0.322
9104.T,海運,11:00,20,Trend,166,-0.654,50.6,-0.085,-0.069
9104.T,海運,11:00,20,Reversion,166,-7.346,45.78,-0.956,-0.776
9104.T,海運,11:00,30,Trend,121,0.859,52.89,0.106,0.074
9104.T,海運,11:00,30,Reversion,121,-8.859,43.8,-1.096,-0.76
9104.T,海運,11:00,50,Trend,63,5.457,55.56,0.561,0.28
9104.T,海運,11:00,50,Reversion,63,-13.457,42.86,-1.383,-0.692
9107.T,海運,09:30,20,Trend,154,0.756,51.3,0.095,0.075
9107.T,海運,09:30,20,Reversion,154,-8.756,47.4,-1.105,-0.864
9107.T,海運,09:30,30,Trend,113,-1.594,49.56,-0.19,-0.127
9107.T,海運,09:30,30,Reversion,113,-6.406,48.67,-0.765,-0.512
9107.T,海運,09:30,50,Trend,56,8.421,53.57,0.782,0.369
9107.T,海運,09:30,50,Reversion,56,-16.421,46.43,-1.525,-0.719
9107.T,海運,10:00,20,Trend,157,-0.897,50.96,-0.133,-0.105
9107.T,海運,10:00,20,Reversion,157,-7.103,45.86,-1.05,-0.828
9107.T,海運,10:00,30,Trend,131,3.716,51.15,0.523,0.377
9107.T,海運,10:00,30,Reversion,131,-11.716,45.04,-1.649,-1.189
9107.T,海運,10:00,50,Trend,58,16.288,50.0,2.047,0.982
9107.T,海運,10:00,50,Reversion,58,-24.288,44.83,-3.052,-1.464
9107.T,海運,11:00,20,Trend,167,-0.339,48.5,-0.059,-0.048
9107.T,海運,11:00,20,Reversion,167,-7.661,48.5,-1.322,-1.077
9107.T,海運,11:00,30,Trend,136,-1.079,46.32,-0.177,-0.13
9107.T,海運,11:00,30,Reversion,136,-6.921,50.0,-1.137,-0.835
9107.T,海運,11:00,50,Trend,73,8.425,47.95,1.286,0.692
9107.T,海運,11:00,50,Reversion,73,-16.425,47.95,-2.506,-1.349
9432.T,通信・サービス,09:30,20,Trend,116,6.219,58.62,1.286,0.872
9432.T,通信・サービス,09:30,20,Reversion,116,-14.219,39.66,-2.939,-1.994
9432.T,通信・サービス,09:30,30,Trend,64,9.136,67.19,1.769,0.891
9432.T,通信・サービス,09:30,30,Reversion,64,-17.136,32.81,-3.317,-1.672
9432.T,通信・サービス,10:00,20,Trend,127,0.278,52.76,0.065,0.046
9432.T,通信・サービス,10:00,20,Reversion,127,-8.278,42.52,-1.927,-1.368
9432.T,通信・サービス,10:00,30,Trend,86,-0.447,52.33,-0.097,-0.057
9432.T,通信・サービス,10:00,30,Reversion,86,-7.553,41.86,-1.642,-0.959
9432.T,通信・サービス,10:00,50,Trend,31,-2.295,51.61,-0.381,-0.134
9432.T,通信・サービス,10:00,50,Reversion,31,-5.705,45.16,-0.948,-0.332
9432.T,通信・サービス,11:00,20,Trend,144,3.897,56.25,1.006,0.761
9432.T,通信・サービス,11:00,20,Reversion,144,-11.897,35.42,-3.071,-2.322
9432.T,通信・サービス,11:00,30,Trend,96,4.88,56.25,1.114,0.687
9432.T,通信・サービス,11:00,30,Reversion,96,-12.88,34.38,-2.939,-1.814
9432.T,通信・サービス,11:00,50,Trend,36,-11.667,44.44,-2.08,-0.786
9432.T,通信・サービス,11:00,50,Reversion,36,3.667,47.22,0.654,0.247
9433.T,通信・サービス,09:30,20,Trend,142,-8.483,46.48,-1.544,-1.159
9433.T,通信・サービス,09:30,20,Reversion,142,0.483,43.66,0.088,0.066
9433.T,通信・サービス,09:30,30,Trend,99,-9.028,44.44,-1.495,-0.937
9433.T,通信・サービス,09:30,30,Reversion,99,1.028,45.45,0.17,0.107
9433.T,通信・サービス,09:30,50,Trend,50,-14.028,42.0,-2.116,-0.943
9433.T,通信・サービス,09:30,50,Reversion,50,6.028,54.0,0.909,0.405
9433.T,通信・サービス,10:00,20,Trend,163,0.916,52.15,0.205,0.165
9433.T,通信・サービス,10:00,20,Reversion,163,-8.916,41.72,-1.993,-1.603
9433.T,通信・サービス,10:00,30,Trend,118,-5.299,43.22,-1.096,-0.75
9433.T,通信・サービス,10:00,30,Reversion,118,-2.701,50.0,-0.559,-0.382
9433.T,通信・サービス,10:00,50,Trend,59,-3.595,40.68,-0.616,-0.298
9433.T,通信・サービス,10:00,50,Reversion,59,-4.405,52.54,-0.754,-0.365
9433.T,通信・サービス,11:00,20,Trend,158,-5.405,41.14,-1.365,-1.081
9433.T,通信・サービス,11:00,20,Reversion,158,-2.595,53.8,-0.655,-0.519
9433.T,通信・サービス,11:00,30,Trend,125,-4.146,40.0,-1.047,-0.738
9433.T,通信・サービス,11:00,30,Reversion,125,-3.854,55.2,-0.974,-0.686
9433.T,通信・サービス,11:00,50,Trend,59,1.756,44.07,0.371,0.18
9433.T,通信・サービス,11:00,50,Reversion,59,-9.756,54.24,-2.062,-0.998
9434.T,通信・サービス,09:30,20,Trend,121,3.482,51.24,0.8,0.555
9434.T,通信・サービス,09:30,20,Reversion,121,-11.482,45.45,-2.64,-1.829
9434.T,通信・サービス,09:30,30,Trend,74,-0.731,52.7,-0.151,-0.082
9434.T,通信・サービス,09:30,30,Reversion,74,-7.269,45.95,-1.501,-0.814
9434.T,通信・サービス,10:00,20,Trend,123,1.411,56.1,0.38,0.266
9434.T,通信・サービス,10:00,20,Reversion,123,-9.411,42.28,-2.537,-1.772
9434.T,通信・サービス,10:00,30,Trend,89,1.855,56.18,0.527,0.313
9434.T,通信・サービス,10:00,30,Reversion,89,-9.855,42.7,-2.799,-1.663
9434.T,通信・サービス,10:00,50,Trend,31,14.347,70.97,3.989,1.399
9434.T,通信・サービス,10:00,50,Reversion,31,-22.347,29.03,-6.213,-2.179
9434.T,通信・サービス,11:00,20,Trend,139,-4.356,50.36,-1.206,-0.896
9434.T,通信・サービス,11:00,20,Reversion,139,-3.644,43.17,-1.009,-0.749
9434.T,通信・サービス,11:00,30,Trend,93,-6.154,51.61,-1.656,-1.006
9434.T,通信・サービス,11:00,30,Reversion,93,-1.846,43.01,-0.497,-0.302
9434.T,通信・サービス,11:00,50,Trend,39,-3.783,56.41,-0.928,-0.365
9434.T,通信・サービス,11:00,50,Reversion,39,-4.217,35.9,-1.034,-0.407
9501.T,電力・鉄道,09:30,20,Trend,210,10.36,50.48,0.724,0.661
9501.T,電力・鉄道,09:30,20,Reversion,210,-18.36,48.1,-1.284,-1.172
9501.T,電力・鉄道,09:30,30,Trend,180,16.871,50.56,1.19,1.006
9501.T,電力・鉄道,09:30,30,Reversion,180,-24.871,48.33,-1.755,-1.483
9501.T,電力・鉄道,09:30,50,Trend,138,16.356,51.45,1.152,0.852
9501.T,電力・鉄道,09:30,50,Reversion,138,-24.356,47.83,-1.715,-1.269
9501.T,電力・鉄道,10:00,20,Trend,219,-3.653,49.32,-0.281,-0.262
9501.T,電力・鉄道,10:00,20,Reversion,219,-4.347,49.77,-0.335,-0.312
9501.T,電力・鉄道,10:00,30,Trend,189,1.353,49.74,0.102,0.089
9501.T,電力・鉄道,10:00,30,Reversion,189,-9.353,50.26,-0.706,-0.612
9501.T,電力・鉄道,10:00,50,Trend,152,-9.343,46.71,-0.685,-0.532
9501.T,電力・鉄道,10:00,50,Reversion,152,1.343,53.29,0.098,0.076
9501.T,電力・鉄道,11:00,20,Trend,207,-0.118,51.21,-0.011,-0.01
9501.T,電力・鉄道,11:00,20,Reversion,207,-7.882,47.83,-0.76,-0.689
9501.T,電力・鉄道,11:00,30,Trend,184,2.553,52.72,0.244,0.208
9501.T,電力・鉄道,11:00,30,Reversion,184,-10.553,46.74,-1.008,-0.861
9501.T,電力・鉄道,11:00,50,Trend,145,-6.205,50.34,-0.564,-0.428
9501.T,電力・鉄道,11:00,50,Reversion,145,-1.795,49.66,-0.163,-0.124
9502.T,電力・鉄道,09:30,20,Trend,147,0.024,48.3,0.004,0.003
9502.T,電力・鉄道,09:30,20,Reversion,147,-8.024,44.9,-1.247,-0.953
9502.T,電力・鉄道,09:30,30,Trend,113,1.069,51.33,0.17,0.114
9502.T,電力・鉄道,09:30,30,Reversion,113,-9.069,43.36,-1.443,-0.966
9502.T,電力・鉄道,09:30,50,Trend,62,-2.272,50.0,-0.349,-0.173
9502.T,電力・鉄道,09:30,50,Reversion,62,-5.728,46.77,-0.879,-0.436
9502.T,電力・鉄道,10:00,20,Trend,173,-5.711,47.98,-0.952,-0.789
9502.T,電力・鉄道,10:00,20,Reversion,173,-2.289,49.13,-0.382,-0.316
9502.T,電力・鉄道,10:00,30,Trend,131,-10.098,47.33,-1.583,-1.141
9502.T,電力・鉄道,10:00,30,Reversion,131,2.098,50.38,0.329,0.237
9502.T,電力・鉄道,10:00,50,Trend,84,-15.362,42.86,-2.224,-1.284
9502.T,電力・鉄道,10:00,50,Reversion,84,7.362,54.76,1.066,0.615
9502.T,電力・鉄道,11:00,20,Trend,174,0.974,51.15,0.212,0.176
9502.T,電力・鉄道,11:00,20,Reversion,174,-8.974,44.83,-1.952,-1.622
9502.T,電力・鉄道,11:00,30,Trend,135,5.312,54.81,1.109,0.812
9502.T,電力・鉄道,11:00,30,Reversion,135,-13.312,40.0,-2.78,-2.034
9502.T,電力・鉄道,11:00,50,Trend,72,8.336,58.33,1.882,1.006
9502.T,電力・鉄道,11:00,50,Reversion,72,-16.336,38.89,-3.689,-1.972
9503.T,電力・鉄道,09:30,20,Trend,173,3.124,52.6,0.467,0.387
9503.T,電力・鉄道,09:30,20,Reversion,173,-11.124,45.09,-1.664,-1.379
9503.T,電力・鉄道,09:30,30,Trend,130,0.392,52.31,0.055,0.04
9503.T,電力・鉄道,09:30,30,Reversion,130,-8.392,45.38,-1.185,-0.851
9503.T,電力・鉄道,09:30,50,Trend,63,-4.679,50.79,-0.639,-0.319
9503.T,電力・鉄道,09:30,50,Reversion,63,-3.321,46.03,-0.453,-0.227
9503.T,電力・鉄道,10:00,20,Trend,179,-4.548,50.84,-0.703,-0.593
9503.T,電力・鉄道,10:00,20,Reversion,179,-3.452,43.58,-0.534,-0.45
9503.T,電力・鉄道,10:00,30,Trend,138,-6.597,50.0,-1.01,-0.748
9503.T,電力・鉄道,10:00,30,Reversion,138,-1.403,44.2,-0.215,-0.159
9503.T,電力・鉄道,10:00,50,Trend,88,-0.9,50.0,-0.126,-0.075
9503.T,電力・鉄道,10:00,50,Reversion,88,-7.1,44.32,-0.996,-0.589
9503.T,電力・鉄道,11:00,20,Trend,188,-7.07,43.09,-1.411,-1.219
9503.T,電力・鉄道,11:00,20,Reversion,188,-0.93,49.47,-0.186,-0.16
9503.T,電力・鉄道,11:00,30,Trend,159,-8.883,43.4,-1.791,-1.423
9503.T,電力・鉄道,11:00,30,Reversion,159,0.883,48.43,0.178,0.141
9503.T,電力・鉄道,11:00,50,Trend,96,-4.739,44.79,-0.924,-0.57
9503.T,電力・鉄道,11:00,50,Reversion,96,-3.261,48.96,-0.636,-0.392
9983.T,内需・消費,09:30,20,Trend,146,14.134,55.48,2.006,1.527
9983.T,内需・消費,09:30,20,Reversion,146,-22.134,41.1,-3.142,-2.392
9983.T,内需・消費,09:30,30,Trend,108,17.692,56.48,2.713,1.776
9983.T,内需・消費,09:30,30,Reversion,108,-25.692,40.74,-3.94,-2.58
9983.T,内需・消費,09:30,50,Trend,44,42.045,63.64,7.533,3.148
9983.T,内需・消費,09:30,50,Reversion,44,-50.045,34.09,-8.966,-3.746
9983.T,内需・消費,10:00,20,Trend,168,4.527,54.76,0.705,0.576
9983.T,内需・消費,10:00,20,Reversion,168,-12.527,42.26,-1.951,-1.593
9983.T,内需・消費,10:00,30,Trend,129,7.07,55.81,1.107,0.792
9983.T,内需・消費,10:00,30,Reversion,129,-15.07,41.09,-2.36,-1.689
9983.T,内需・消費,10:00,50,Trend,80,1.02,51.25,0.144,0.081
9983.T,内需・消費,10:00,50,Reversion,80,-9.02,45.0,-1.277,-0.72
9983.T,内需・消費,11:00,20,Trend,176,-1.581,46.59,-0.288,-0.241
9983.T,内需・消費,11:00,20,Reversion,176,-6.419,48.86,-1.17,-0.978
9983.T,内需・消費,11:00,30,Trend,144,0.941,47.92,0.165,0.125
9983.T,内需・消費,11:00,30,Reversion,144,-8.941,48.61,-1.566,-1.184
9983.T,内需・消費,11:00,50,Trend,92,0.829,44.57,0.131,0.079
9983.T,内需・消費,11:00,50,Reversion,92,-8.829,53.26,-1.393,-0.842
9984.T,内需・消費,09:30,20,Trend,188,-11.151,45.74,-0.76,-0.657
9984.T,内需・消費,09:30,20,Reversion,188,3.151,53.19,0.215,0.186
9984.T,内需・消費,09:30,30,Trend,165,-11.931,46.67,-0.797,-0.645
9984.T,内需・消費,09:30,30,Reversion,165,3.931,52.73,0.262,0.212
9984.T,内需・消費,09:30,50,Trend,124,-27.157,45.16,-1.722,-1.208
9984.T,内需・消費,09:30,50,Reversion,124,19.157,54.84,1.215,0.852
9984.T,内需・消費,10:00,20,Trend,195,-10.158,50.26,-0.716,-0.63
9984.T,内需・消費,10:00,20,Reversion,195,2.158,48.72,0.152,0.134
9984.T,内需・消費,10:00,30,Trend,168,-15.344,48.81,-1.019,-0.832
9984.T,内需・消費,10:00,30,Reversion,168,7.344,50.0,0.488,0.398
9984.T,内需・消費,10:00,50,Trend,128,-23.053,48.44,-1.649,-1.175
9984.T,内需・消費,10:00,50,Reversion,128,15.053,50.0,1.077,0.767
9984.T,内需・消費,11:00,20,Trend,208,0.824,52.88,0.076,0.069
9984.T,内需・消費,11:00,20,Reversion,208,-8.824,44.71,-0.812,-0.738
9984.T,内需・消費,11:00,30,Trend,177,13.345,54.8,1.276,1.07
9984.T,内需・消費,11:00,30,Reversion,177,-21.345,42.94,-2.041,-1.711
9984.T,内需・消費,11:00,50,Trend,139,20.634,57.55,1.879,1.396
9984.T,内需・消費,11:00,50,Reversion,139,-28.634,41.01,-2.608,-1.937
