label,n,mean_bps,se,t,wr,slot,sector,cond
引け前|半導体|全日,1594,3.4293679927890985,1.7369978813893037,1.9743075276788398,49.05897114178168,引け前,半導体,全日
引け前|半導体|LME+1%,296,1.7423483213585638,3.8639335407391147,0.4509260583776184,51.01351351351351,引け前,半導体,LME+1%
引け前|半導体|LME-1%,287,6.692714148411233,4.280567997746668,1.5635107658456406,49.47735191637631,引け前,半導体,LME-1%
引け前|半導体|月,289,-8.494540186679211,4.530569127184578,-1.874938875937195,43.59861591695502,引け前,半導体,曜日_月
引け前|半導体|火,322,3.4818971850124414,4.057478625599258,0.8581430751217308,50.931677018633536,引け前,半導体,曜日_火
引け前|半導体|水,323,7.451134058543913,3.3855793487135637,2.200844609173068,48.60681114551084,引け前,半導体,曜日_水
引け前|半導体|木,327,6.601084593786165,3.8499829881252166,1.714575003096474,50.15290519877675,引け前,半導体,曜日_木
引け前|半導体|金,333,6.711389903316363,3.591186133890272,1.8688504725445756,51.35135135135135,引け前,半導体,曜日_金
引け前|ALL|全日,5378,4.396318560846928,0.9923570416135319,4.430178228693469,51.245816288583114,引け前,ALL,全日
引け前|ALL|LME+1%,998,3.396991241105919,2.0757927278133756,1.636479016228313,52.104208416833664,引け前,ALL,LME+1%
引け前|ALL|LME-1%,985,10.116354282503016,2.1613464179638147,4.680579752705049,52.89340101522843,引け前,ALL,LME-1%
引け前|ALL|月,960,-3.005148615014859,2.303874764349115,-1.3043888763041624,45.3125,引け前,ALL,曜日_月
引け前|ALL|火,1083,-1.640374164546644,2.8543234214551636,-0.5746980710792627,49.67682363804247,引け前,ALL,曜日_火
引け前|ALL|水,1095,10.343576995437356,1.932336770190654,5.3528852501299795,54.977168949771695,引け前,ALL,曜日_水
引け前|ALL|木,1113,5.912341732136904,1.8179735271687774,3.2521605203704445,52.11141060197664,引け前,ALL,曜日_木
引け前|ALL|金,1127,9.226456036362713,2.04761045928348,4.505962545039609,53.327417923691215,引け前,ALL,曜日_金
