date,drop_pct,retrace,vwap_above,vwap_dev,upvol,low_minute,pm_ret,continued
2025-11-19,-1.1646269245953467,1.4406779661016949,True,0.7143306890183831,0.3692944832103058,19.0,-0.942655145325999,False
2025-12-18,-1.8284380470725559,0.4148936170212766,True,0.18795240756703802,0.3845043450207014,9.0,0.09830908375934033,True
2026-01-19,-1.6232607920085629,0.3516483516483517,True,0.21572062826025196,0.2598098588044001,97.0,0.3966107806021357,True
2026-01-21,-1.852188124205556,0.696078431372549,True,0.6376502825880648,0.35774638057308866,1.0,0.07304601899196239,True
2026-02-04,-1.4072119613016687,0.575,True,0.46552583885743903,0.32765231629937913,1.0,-0.14156786409484923,False
2026-02-05,-1.0278220804536553,0.3448275862068966,False,-0.32803598695477776,0.268091086656186,137.0,-0.01784121320249632,False
2026-02-06,-1.837972876516769,1.116504854368932,True,1.2713957208244642,0.43091340000062284,16.0,0.4095441595441507,True
2026-02-13,-1.7526289434151243,0.5714285714285714,True,0.379915041734602,0.3155869508796082,53.0,-0.4372687521022489,False
2026-02-27,-1.1129296235679265,0.6323529411764706,True,0.3705714611849542,0.3675405883198091,38.0,0.4437140509449433,True
2026-03-02,-2.5850785340314153,0.4240506329113924,True,0.2813142739670704,0.4724594663278272,26.0,0.13286829430327884,True
2026-03-06,-1.3579387186629543,1.2820512820512822,True,0.8888053543133045,0.5006281364148432,89.0,0.2948317724592364,True
2026-03-13,-2.4916062908641123,0.5177304964539007,True,0.26822172447962256,0.5068009467226972,0.0,-0.10731532820604794,False
2026-03-23,-4.96210754240346,0.3381818181818182,True,0.7494380096345177,0.37191286618455194,55.0,-0.130597014925371,False
2026-03-27,-1.9766397124887702,0.6090909090909091,True,0.44777774154547423,0.47925694245392775,50.0,0.47084389713871744,True
2026-03-31,-2.5409685140858063,0.927536231884058,True,0.9853755531511021,0.45675252630558827,16.0,-1.346615015679764,False
2026-05-18,-1.6957062850031068,0.45871559633027525,False,-0.018202262939770453,0.35895555060563933,97.0,0.07850525985240164,True
2026-05-20,-2.190011028832517,0.3381294964028777,False,-0.09992069547933857,0.32559958430986236,23.0,0.2717825739408486,True
2026-05-26,-1.0829796575442696,0.47297297297297297,False,-0.0016881843189708867,0.3721487911268933,22.0,0.029437739181625844,True
2026-06-05,-2.3097633555335118,0.49693251533742333,True,0.5024649913245804,0.289865408757815,85.0,-0.07168458781362519,False
2026-06-11,-2.9730935037906914,0.46,True,0.37159293804682747,0.3368125010525449,7.0,1.5410182807070516,True
