code,dt,total_vol,close_vol,close_px,pre_px,open_px,close_pct,adv60,adj_close,fwd_open,fwd_close,fwd2_close,cp_med,close_x,close_jump_bps,fwd_oc_bps,fwd_co_bps,fwd_cc_bps
13200,2024-12-11,17889.0,2531.0,40730.0,40720.0,40660.0,14.148,1623631544.0,40730.0,41220.0,41250.0,40830.0,1.4395,9.828412643278917,2.4557956778004097,7.2780203784561515,120.30444389884653,127.67002209673528
13200,2025-02-20,64887.0,5425.0,40020.0,40000.0,40240.0,8.361,1672299227.8333333,40020.0,39860.0,40130.0,39640.0,1.6795,4.978267341470676,4.999999999999449,67.73707977922649,-39.980009995002064,27.48625687156503
13200,2026-01-07,20638.0,2830.0,53810.0,53780.0,53950.0,13.713,1982929075.5,53810.0,53550.0,52920.0,53690.0,1.6135000000000002,8.498915401301517,5.578281889178083,-117.647058823529,-48.31815647649118,-165.39676640029754
13200,2026-01-08,21774.0,2626.0,52920.0,52880.0,53650.0,12.06,1979696913.6666667,52920.0,53240.0,53690.0,55380.0,1.6135000000000002,7.474434459250077,7.5642965204236745,84.52291510142817,60.468631897203636,145.50264550264646
13200,2026-03-26,23332.0,1889.0,55380.0,55210.0,55800.0,8.096,2649224120.6666665,55380.0,54780.0,55350.0,53960.0,1.8155000000000001,4.459377581933351,30.791523274769084,104.05257393209189,-108.34236186348822,-5.417118093173912
13200,2026-04-20,21345.0,2124.0,61330.0,61240.0,61230.0,9.951,2804538361.3333335,61330.0,61580.0,61820.0,62040.0,1.779,5.593591905564924,14.696276943173547,38.97369275738916,40.76308495026826,79.89564650252801
13210,2024-12-10,267881.0,27232.0,40820.0,40810.0,40900.0,10.166,13560242773.0,40820.0,40830.0,40860.0,41350.0,1.663,6.113048707155743,2.4503798088693074,7.347538574578039,2.449779519844153,9.799118079372171
13210,2025-01-15,338701.0,48112.0,39920.0,39890.0,40260.0,14.205,12826782834.5,39920.0,40250.0,40050.0,39960.0,1.666,8.52641056422569,7.520681875157198,-49.68944099378869,82.66533066132232,32.56513026052011
13210,2025-01-16,414746.0,64362.0,40050.0,40100.0,40230.0,15.518,12899970478.833334,40050.0,39940.0,39960.0,40360.0,1.669,9.297783103654883,-12.468827930174342,5.007511266901243,-27.46566791510641,-22.47191011235938
13210,2025-03-17,241947.0,21991.0,38860.0,38900.0,38940.0,9.089,13540932795.0,38860.0,39400.0,39330.0,39260.0,1.6815,5.405292893250075,-10.282776349614942,-17.766497461928488,138.96037056098766,120.94698919197012
