,pair_portfolio,eneos_vwap_trend,lme_on_copper,lasertec_ma25,nonferrous_D_strong,nonferrous_D_freq,nonferrous_B_disp,semi_sox_fade
2025-05-12,0.0,0.0,0.0,0.0,0.0,0.0,-143.76894593927415,-313.44306676289136
2025-05-13,-4.290339113291901,80.41274923592034,0.0,0.0,0.0,0.0,393.126871111987,281.556966767845
2025-05-14,0.0,0.0,0.0,0.0,0.0,-168.8083522456457,0.0,-84.64090014471769
2025-05-15,0.0,0.0,0.0,0.0,0.0,0.0,-57.92244131196033,-108.70986690798868
2025-05-16,0.0,0.0,0.0,0.0,0.0,0.0,98.08598548297098,-120.1562753409764
2025-05-19,0.0,0.0,0.0,0.0,0.0,0.0,236.5324608231436,0.0
2025-05-20,0.0,0.0,0.0,0.0,0.0,0.0,-99.28585844636974,24.499980249645297
2025-05-21,-2.1021794175685153,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-22,0.0,0.0,0.0,0.0,0.0,0.0,-349.8940609951848,409.0895454469208
2025-05-23,-21.0668665257553,0.0,0.0,0.0,0.0,0.0,-7.1408057347355705,-162.1724725872584
2025-05-26,4.064174018661356,0.0,0.0,0.0,0.0,0.0,0.0,191.7556839370696
2025-05-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.99057012175933
2025-05-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-143.9074371208995
2025-05-29,9.574928389165557,0.0,0.0,0.0,0.0,0.0,139.20886168197111,-111.2246537236643
2025-05-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.53834898740098
2025-06-02,0.0,0.0,0.0,0.0,0.0,0.0,94.44402165959345,-139.9400252720111
2025-06-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-156.91130316357692
2025-06-04,0.0,0.0,0.0,0.0,0.0,0.0,146.03201449713188,29.27142652558779
2025-06-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-103.19646338792144
2025-06-06,0.0,0.0,0.0,0.0,0.0,0.0,-5.325845701297009,66.23859987417501
2025-06-09,18.317512305381833,0.0,0.0,0.0,0.0,0.0,0.0,-155.44687897419607
2025-06-10,0.0,0.0,0.0,0.0,0.0,0.0,-101.10746152851324,142.52798836276747
2025-06-11,0.0,0.0,0.0,0.0,0.0,0.0,-31.395233221231713,-132.1340689007868
2025-06-12,0.0,0.0,0.0,0.0,0.0,35.45476154176084,0.0,0.0
2025-06-13,0.0,33.85318372313107,0.0,0.0,0.0,0.0,0.0,177.3545826589147
2025-06-16,0.0,142.75907052588587,0.0,0.0,0.0,0.0,100.45126306044062,279.4619581500706
2025-06-17,0.0,0.0,0.0,480.7841472045289,0.0,0.0,0.0,-145.02243926635927
2025-06-18,0.0,0.0,0.0,849.0137469157563,0.0,0.0,0.0,83.79745611654023
2025-06-19,0.0,-32.95752895752723,0.0,1533.9113018598002,0.0,0.0,-22.490653528473896,76.60000439979322
2025-06-20,0.0,0.0,0.0,636.8952187182093,0.0,0.0,0.0,-169.49682378923177
2025-06-21,0.0,0.0,0.0,1409.3057566356433,0.0,0.0,0.0,0.0
2025-06-23,-4.396471846246353,134.31826896740674,0.0,0.0,0.0,0.0,0.0,225.9278592035108
2025-06-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.65674537619725
2025-06-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-28.25713501656545
2025-06-26,13.3477280504099,0.0,0.0,0.0,0.0,0.0,-36.256189451022486,-160.70569250797683
2025-06-27,0.0,0.0,0.0,0.0,95.22988955052696,80.89562052768113,0.0,50.50618868320968
2025-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-01,0.0,0.0,0.0,0.0,0.0,0.0,-35.798837503159035,0.0
2025-07-02,24.653329099167895,0.0,0.0,0.0,0.0,0.0,0.0,188.9627250441368
2025-07-03,0.0,0.0,0.0,0.0,0.0,0.0,8.794961511545914,-60.69095589439487
2025-07-04,0.0583994862667332,0.0,0.0,0.0,0.0,0.0,0.0,103.04070657017084
2025-07-07,8.289522468666348,0.0,0.0,0.0,0.0,0.0,0.0,55.19664554032389
2025-07-08,0.0,0.0,0.0,0.0,0.0,0.0,147.23758099352136,105.54529066695184
2025-07-09,-9.400223588827195,20.36383324309732,0.0,0.0,0.0,228.20541972612668,0.0,210.1942251850697
2025-07-10,0.0,0.0,0.0,0.0,0.0,0.0,-29.741491018697488,-73.93717083504869
2025-07-11,-10.974829057147216,0.0,0.0,0.0,0.0,0.0,22.605455755157163,162.26643574337317
2025-07-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-15,0.0,0.0,0.0,0.0,0.0,0.0,-112.86302267662894,249.6107159798724
2025-07-16,-13.541933139752109,0.0,0.0,0.0,0.0,0.0,0.0,97.74524862614922
2025-07-17,-9.721741662806933,21.86441600871181,0.0,0.0,0.0,0.0,0.0,250.02124297829732
2025-07-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.844599442828155
2025-07-22,17.826681027025,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-23,-17.227177730946654,0.0,0.0,0.0,0.0,0.0,83.30504118201932,77.46953653204812
2025-07-24,0.0,0.0,0.0,0.0,0.0,0.0,-14.211180124223723,0.0
2025-07-25,0.0,0.0,0.0,0.0,0.0,0.0,-126.19116135662888,0.0
2025-07-28,-5.2710911037754675,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-29,0.0,0.0,0.0,-504.00000000000045,0.0,0.0,104.51049538203218,94.38749142018632
2025-07-30,0.0,0.0,0.0,0.0,0.0,0.0,-44.8512642030916,0.0
2025-07-31,-1.0807713444929778,0.0,0.0,0.0,0.0,0.0,120.91166594267033,-126.57285537760686
2025-08-01,0.0,0.0,0.0,0.0,0.0,-57.982615144840146,0.0,213.29091905333365
2025-08-04,-31.43554230215655,-0.1380020597312423,0.0,0.0,0.0,0.0,-39.7768773181204,408.0527236608886
2025-08-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.05910849282625
2025-08-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-131.41786488581198
2025-08-07,-10.145471721998543,20.63964518910844,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-08,13.73356333673914,0.0,0.0,0.0,0.0,0.0,-38.948129749143185,-77.20698647208344
2025-08-12,0.0,0.0,0.0,0.0,0.0,0.0,83.95660018510021,0.0
2025-08-13,-13.415139857699998,31.79098067286957,0.0,0.0,0.0,79.79127398154145,0.0,-132.81467982738437
2025-08-14,0.0,0.0,0.0,0.0,0.0,0.0,-63.301755229622,299.73720027284355
2025-08-15,0.0,93.9820366266204,0.0,0.0,0.0,0.0,200.9176099076431,0.0
2025-08-18,0.0,0.0,0.0,0.0,0.0,0.0,-75.3363505905733,-56.87485516289703
2025-08-19,0.0,0.0,0.0,0.0,0.0,0.0,24.553706591798292,-106.52357515488386
2025-08-20,0.0,-52.02744425385974,0.0,0.0,0.0,0.0,-85.41347905282359,-202.2417995131296
2025-08-21,0.0,0.0,0.0,0.0,0.0,0.0,148.37742294412283,-108.62264724181036
2025-08-22,0.0,0.0,0.0,0.0,0.0,0.0,-27.01140684410607,-75.2186367527936
2025-08-25,0.0,0.0,0.0,0.0,0.0,0.0,-34.064291920069316,45.38662233676539
2025-08-26,0.0,-20.25827430031368,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-27,-4.924205270024157,95.4500994501002,0.0,0.0,0.0,0.0,36.780317120221014,-40.03164249713831
2025-08-28,0.0,0.0,0.0,0.0,0.0,0.0,-32.4116084004653,0.0
2025-08-29,0.0,0.0,0.0,0.0,0.0,0.0,-14.46551724137967,37.836900540966674
2025-09-01,0.0,0.0,0.0,0.0,0.0,0.0,48.01920658511395,-203.700549395434
2025-09-02,-10.50956223867455,-60.22932745314224,0.0,0.0,0.0,0.0,104.46485473289658,-74.58851840623447
2025-09-03,81.49439773557764,0.0,0.0,0.0,0.0,146.4990249180703,295.2440056417496,94.47407863832248
2025-09-04,0.0,0.0,0.0,0.0,0.0,0.0,94.15664018161208,0.0
2025-09-05,0.0,0.0,0.0,0.0,0.0,47.83607870490046,-19.344299489506326,203.57351177165285
2025-09-08,0.0,0.0,0.0,0.0,0.0,0.0,-43.12132822477643,-230.62550251262604
2025-09-09,0.0,0.0,0.0,0.0,0.0,0.0,16.491049209447443,-69.03962338753342
2025-09-10,0.0,0.0,0.0,0.0,0.0,0.0,-33.02175805047857,0.0
2025-09-11,0.0,0.0,0.0,0.0,0.0,237.0786705085825,23.62411841797081,-110.08595710023884
2025-09-12,0.0,0.0,0.0,0.0,0.0,0.0,3.2415101301876987,-206.52815358742768
2025-09-16,0.0,147.7632929359092,0.0,0.0,0.0,0.0,35.041606886657924,31.28136897764034
2025-09-17,0.0,0.0,0.0,0.0,0.0,0.0,149.43073047858934,-42.13934662084173
2025-09-18,47.72221993895379,0.0,0.0,0.0,0.0,-42.55831094517383,139.9654747225645,283.8234529768082
2025-09-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197.29122782051587
2025-09-22,0.0,0.0,0.0,0.0,0.0,0.0,43.96032120925898,373.8216500994112
2025-09-24,-9.301274428672109,0.0,0.0,0.0,0.0,0.0,0.0,22.867915571346938
2025-09-25,-96.12936562949656,0.0,0.0,0.0,368.4439559085864,272.53445146327266,-151.78730330982137,0.0
2025-09-26,0.0,0.0,0.0,0.0,0.0,0.0,63.5051841258485,0.0
2025-09-29,0.0,0.0,0.0,0.0,0.0,0.0,-19.29408069652615,-96.68230341653496
2025-09-30,0.0,-75.79597085297917,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-01,9.02891680247412,0.0,0.0,0.0,0.0,155.40686815815238,0.0,128.1105499296551
2025-10-02,0.0,0.0,0.0,0.0,0.0,0.0,55.46967559943684,3.55338697701103
2025-10-03,0.0,0.0,0.0,0.0,0.0,41.81840758175807,-300.4420812761108,-71.22862880309633
2025-10-06,0.0,-26.61225368795028,0.0,0.0,0.0,0.0,64.40853658536662,392.86503035277497
2025-10-07,0.0,0.0,0.0,0.0,0.0,0.0,57.952331428277,369.0623077746409
2025-10-08,0.0,0.0,0.0,0.0,0.0,0.0,49.02696375838645,50.8402885146957
2025-10-09,0.0,0.0,-100.51216346227942,0.0,0.0,0.0,12.895984198736617,53.90799521716351
2025-10-10,0.0,192.51347068145864,0.0,0.0,0.0,0.0,88.85802031656144,0.0
2025-10-14,0.0,-125.91174884021991,0.0,0.0,0.0,0.0,0.0,277.24856324357523
2025-10-15,0.0,0.0,138.48228195474113,0.0,-187.06131512690965,-193.7587833560663,0.0,348.92980739031066
2025-10-16,0.0,0.0,0.0,0.0,0.0,0.0,-88.21954823728139,-179.74639850896114
2025-10-17,0.0,0.0,0.0,0.0,0.0,0.0,-136.14070351758744,119.6452609176628
2025-10-20,0.0,0.0,0.0,0.0,0.0,0.0,-21.010668748373313,97.04640772160026
2025-10-21,0.0,0.0,0.0,0.0,0.0,0.0,248.60764690787815,184.491422658261
2025-10-22,0.0,0.0,0.0,0.0,0.0,146.06841349880932,0.0,100.23864458723163
2025-10-23,0.0,105.30701475114104,0.0,0.0,0.0,0.0,-128.7518135164104,-50.87395773267044
2025-10-24,0.0,0.0,0.0,0.0,0.0,72.450220503014,-81.37410959980805,12.486192836314924
2025-10-27,0.0,0.0,0.0,0.0,0.0,0.0,4.127091923357369,-112.41717479359112
2025-10-28,0.0,0.0,0.0,0.0,0.0,0.0,-69.9047619047619,15.612772141072377
2025-10-29,-14.835615706481052,0.0,0.0,0.0,0.0,0.0,0.0,-400.2747994950808
2025-10-30,0.0,0.0,0.0,0.0,0.0,0.0,-11.237709169792709,-93.77478900736234
2025-10-31,0.0,0.0,0.0,0.0,0.0,98.09043833815142,52.54405517651795,360.03480041500694
2025-11-04,-52.65218519766404,0.0,0.0,0.0,0.0,0.0,39.26149238740596,342.224966941993
2025-11-05,0.0,-50.87011769607396,0.0,0.0,-8.103626391352307,418.2658456568352,169.8239934303227,-230.4639666630619
2025-11-06,83.11505978581775,0.0,0.0,0.0,0.0,0.0,-25.811992567692833,106.89528586779076
2025-11-07,3.140262234550429,0.0,0.0,0.0,0.0,0.0,0.0,15.609374200953097
2025-11-10,6.861617131525154,0.0,0.0,0.0,0.0,0.0,-52.694586988909265,7.54567147177565
2025-11-11,1.2189650831812098,0.0,0.0,0.0,0.0,0.0,342.5325199048692,351.782766940369
2025-11-12,0.0,-97.09162175404228,0.0,0.0,0.0,0.0,29.21181652578268,93.29467090512856
2025-11-13,0.0,244.6325211337648,0.0,0.0,0.0,0.0,44.04608824940079,-149.3139048548131
2025-11-14,17.62087591704896,53.7756379393346,0.0,0.0,0.0,0.0,12.714655618849775,-75.68300060933652
2025-11-17,-2.1382187972123643,0.0,0.0,0.0,0.0,0.0,3.429094918274929,0.0
2025-11-18,0.0,342.56340755082283,0.0,0.0,0.0,0.0,-328.37970928507906,-363.3425373301504
2025-11-19,0.0,0.0,0.0,0.0,0.0,0.0,-83.3957590612947,-30.48211995795591
2025-11-20,0.0,-8.837929366231508,0.0,0.0,0.0,38.228639971592344,-19.62393798761679,170.69169276342546
2025-11-21,0.0,-77.2421875,0.0,0.0,0.0,107.520831153796,-79.0188473094786,-88.13414854296651
2025-11-25,0.0,0.0,0.0,0.0,0.0,0.0,204.10036656115648,10.266669324438658
2025-11-26,-4.125759451787974,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-27,-23.47580775777867,0.0,0.0,0.0,0.0,19.709434869385156,14.782810288586308,-86.2873973615219
2025-11-28,0.0,0.0,0.0,0.0,0.0,0.0,-27.045771997469593,74.5486188383422
2025-12-01,0.0,0.0,0.0,0.0,0.0,0.0,2.9769239162518844,252.8834791411869
2025-12-02,0.0,0.0,0.0,0.0,0.0,0.0,16.56219382255561,0.0
2025-12-03,-25.569365321642167,-80.6283524904221,0.0,0.0,0.0,0.0,28.11151235013765,-47.85285590563926
2025-12-04,0.0,0.0,0.0,0.0,16.38101750110735,41.02028171371895,0.0,-223.3118263486671
2025-12-05,43.728025190966825,0.0,51.21533775009213,2225.3961260919095,0.0,0.0,0.0,28.499115804057517
2025-12-08,0.0,0.0,0.0,0.0,0.0,0.0,-177.8571043407926,-16.609075098795277
2025-12-09,0.0,0.0,0.0,1974.1255892890815,0.0,0.0,46.960541149944305,-105.6866176380402
2025-12-10,2.2656354340957536,0.0,0.0,2419.5560588901462,71.04895745218299,108.59678210956288,-9.63570001260623,0.0
2025-12-11,23.420161560711648,0.0,0.0,1834.4976525821608,0.0,0.0,353.7863199547777,80.46878897456257
2025-12-12,0.0,69.22654462242673,0.0,1127.059245960502,156.00374930395964,53.53513179093904,48.93409180775627,-77.58429027537228
2025-12-15,0.0,0.0,-11.104526765487453,0.0,0.0,0.0,0.0,-109.13547171616231
2025-12-16,0.0,0.0,0.0,912.9519005584582,0.0,0.0,252.6865284974091,-166.052310612574
2025-12-17,0.0,-127.0477993374346,0.0,0.0,0.0,0.0,0.0,147.7900163969186
2025-12-18,0.0,0.0,0.0,0.0,0.0,115.06799527676829,116.92736780941316,143.96488434515263
2025-12-19,-12.15748481892883,-17.831258644536604,0.0,-1008.0000000000009,0.0,0.0,-174.36957813428444,-38.70797814579818
2025-12-22,-3.456252189492939,0.0,0.0,0.0,0.0,0.0,0.0,-169.50024920479123
2025-12-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.218839963315071
2025-12-24,0.0,0.0,0.0,0.0,0.0,203.54755302967968,-58.36316828390786,-106.59374658803576
2025-12-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-26,0.0,0.0,0.0,0.0,0.0,0.0,-107.07643475144612,0.0
2025-12-29,3.3400894082866097,0.0,-161.70327982578203,0.0,0.0,0.0,36.82531311799542,0.0
2025-12-30,0.0,0.0,497.3996107797842,0.0,0.0,0.0,0.0,56.471830222869286
2026-01-05,0.0,0.0,160.4716864073633,0.0,0.0,0.0,77.25297493291228,-198.1557184712752
2026-01-06,0.0,111.53273427471034,8.161289396166175,0.0,0.0,0.0,31.059072956911617,8.958569960464189
2026-01-07,0.0,104.55405992184151,0.0,0.0,0.0,7.093999528171949,120.7425149700594,60.61861962622195
2026-01-08,0.0,0.0,0.0,1251.2594670406725,143.4244396508063,-63.440577801355715,30.672714563747775,-196.33205477907413
2026-01-09,0.0,8.793176972281106,401.6560662557356,0.0,0.0,144.3089661829137,58.20034973769728,154.76179875083852
2026-01-13,-2.8055213821642644,0.0,0.0,0.0,0.0,0.0,0.0,156.91512720416935
2026-01-14,0.0,0.0,24.469927480220925,1120.9369429964686,0.0,0.0,40.8154354408558,-242.24493138924032
2026-01-15,0.0,0.0,0.0,1848.861035422344,0.0,110.50353950549284,118.72107925499613,206.39321809461552
2026-01-16,20.238248785744197,0.0,0.0,1939.3333333333323,0.0,-63.25098898293335,-112.53736654804314,88.72542327948696
2026-01-17,0.0,0.0,0.0,2433.1176070700208,0.0,0.0,0.0,0.0
2026-01-19,0.0,-161.5456053067992,0.0,0.0,0.0,0.0,206.29504769371556,-39.70149916989717
2026-01-20,0.0,0.0,0.0,2477.025468038456,0.0,0.0,146.07128059336193,77.94580424287844
2026-01-21,0.0,0.0,97.6421431274892,0.0,0.0,-491.985026093339,-39.006748381612695,422.3516927726525
2026-01-22,0.0,40.123545928600464,0.0,0.0,0.0,0.0,0.0,-79.94257707395147
2026-01-23,85.72429047889703,0.0,0.0,0.0,0.0,0.0,-80.18212104386446,0.0
2026-01-24,0.0,0.0,0.0,1881.9934853420193,0.0,0.0,0.0,0.0
2026-01-26,0.0,0.0,0.0,0.0,0.0,0.0,-31.77179080824132,0.9224103338680948
2026-01-27,0.0,93.40259740259827,0.0,1747.1520737327182,0.0,0.0,0.0,330.3318350047828
2026-01-28,0.0,0.0,0.0,0.0,0.0,-84.91851687296705,68.80509950154291,-19.94660312443505
2026-01-29,0.0,0.0,73.15631682655366,0.0,0.0,0.0,-500.2572043892936,477.7365486862788
2026-01-30,0.0,0.0,0.0,0.0,-175.3901257693823,-25.939893899773654,0.0,0.0
2026-02-02,61.4975228819823,0.0,0.0,0.0,0.0,0.0,0.0,-229.43544184269112
2026-02-03,0.0,0.0,225.33102559100803,0.0,0.0,0.0,0.0,-89.4450775011406
2026-02-04,0.0,114.03762449280607,0.0,0.0,256.8037305080281,160.51363312088975,97.0872246224747,41.98817935655597
2026-02-05,0.0,0.0,0.0,-504.00000000000045,432.7919999850926,163.08540058291987,0.0,-47.90862263518835
2026-02-06,0.0,0.0,0.0,0.0,0.0,-127.46422174347784,0.0,0.0
2026-02-09,0.0,-101.4251913709112,0.0,0.0,0.0,0.0,390.2007551684735,74.82253128689777
2026-02-10,0.0,0.0,0.0,0.0,0.0,0.0,-67.41510718580733,67.24290021789048
2026-02-12,100.45551003470383,0.0,0.0,0.0,0.0,213.8912089724868,127.63835483422436,125.71769123425727
2026-02-13,0.0,205.47802197802235,0.0,0.0,33.69653465003642,-114.5762565154918,257.8193061220711,8.63629498194141
2026-02-16,46.01141010004055,0.0,0.0,0.0,0.0,0.0,-25.254730626408698,246.09242809309072
2026-02-17,0.0,0.0,0.0,0.0,0.0,0.0,44.756048753865855,-32.86865130784754
2026-02-18,0.0,0.0,0.0,0.0,0.0,-366.59241591480554,0.0,0.0
2026-02-19,-36.58911633232369,0.0,0.0,0.0,0.0,124.68206550038948,102.19578474376736,135.35546426051943
2026-02-20,30.045180540326815,0.0,0.0,0.0,0.0,0.0,72.95513491477968,54.1746162303607
2026-02-24,0.0,-94.15256588072118,252.19597049555324,0.0,0.0,0.0,-50.232408189599155,140.82924690280697
2026-02-25,-16.034455599104753,0.0,0.0,0.0,455.52025584727255,242.31950659039816,141.2400078008302,-197.03671003184107
2026-02-26,0.0,0.0,0.0,0.0,0.0,-89.67704111626426,-53.065716471225755,67.23933642709514
2026-02-27,-2.938606598133516,0.0,0.0,0.0,0.0,0.0,80.61745873645762,196.03033006067383
2026-03-02,0.0,-208.89094514210217,0.0,0.0,0.0,0.0,98.9182267765976,50.120203848177624
2026-03-03,0.0,199.04568527918732,0.0,0.0,0.0,0.0,-71.63931605211279,221.81248511333783
2026-03-04,0.0,0.0,0.0,0.0,0.0,166.61995434125674,-63.37155395812509,-224.7423754741855
2026-03-05,0.0,165.7976878612706,0.0,0.0,0.0,0.0,27.95727713868846,147.76633387457713
2026-03-06,0.0,0.0,0.0,0.0,0.0,178.87398176563508,18.506810867149568,638.7887376358283
2026-03-09,-1.3574035848953576,-0.2504686914133156,0.0,0.0,0.0,0.0,265.27070879590076,-35.59710800630245
2026-03-10,0.0,0.0,0.0,0.0,0.0,0.0,-46.19921261739912,161.1210603892541
2026-03-11,19.572662875091517,0.0,0.0,0.0,0.0,211.54735654398985,60.53341629458424,61.19762819256547
2026-03-12,0.0,-11.399186089529495,0.0,0.0,0.0,0.0,0.0,-5.979300668083047
2026-03-13,0.0,84.75739644970349,0.0,0.0,0.0,0.0,0.0,-5.09933314950039
2026-03-16,0.0,140.65875370919923,0.0,0.0,0.0,0.0,-20.3251126026025,0.0
2026-03-17,6.434512672136833,-73.49524506217996,0.0,0.0,0.0,0.0,10.10974817081516,194.5923330217358
2026-03-18,0.0,190.82819695359584,0.0,0.0,0.0,-152.81743575620678,0.0,-170.1553756792635
2026-03-19,0.0,0.0,0.0,0.0,86.40834156827378,-14.576318756785357,64.52568200230503,-7.761968426758017
2026-03-23,27.159952308289192,-50.60194174757271,0.0,0.0,0.0,0.0,-234.87609075043636,105.2407008066112
2026-03-24,0.0,0.0,0.0,0.0,0.0,0.0,-37.67988128047438,78.51295024793804
2026-03-25,0.0,64.56730422230228,0.0,0.0,0.0,3.749104745085446,72.68952869979773,-205.01375224523375
2026-03-26,7.180760966820243,0.0,0.0,0.0,-71.46190725491198,70.77169600936428,85.87454836576327,-79.39348030883386
2026-03-27,0.0,0.0,75.53629920703476,0.0,0.0,110.79900999073946,436.1817260597869,-13.796472017248089
2026-03-30,0.0,165.91150442477786,0.0,0.0,0.0,0.0,235.4347590930364,179.0319356559089
2026-03-31,0.0,-100.6356478167496,0.0,0.0,0.0,0.0,-362.0445486518173,29.780858604496085
2026-04-01,0.0,0.0,0.0,-1008.0000000000009,295.5689671251965,84.97126364022552,0.0,-334.69655500382964
2026-04-02,0.0,243.3737716028468,0.0,0.0,0.0,0.0,0.0,483.80654245502575
2026-04-03,-0.3106399107093583,0.0,0.0,0.0,0.0,-57.21073787415437,-45.091700819859014,26.542541535091733
2026-04-06,29.254329633158097,0.0,0.0,0.0,0.0,0.0,0.0,46.792631835397955
2026-04-07,0.0,0.0,0.0,1691.2856696846695,0.0,0.0,7.942418439079397,-1.053508348594292
2026-04-08,0.0,134.09363422027653,73.31477936292308,0.0,0.0,0.0,-8.0,-161.005079094384
2026-04-09,0.0,88.6561427590944,0.0,1950.504639329542,155.12212459269043,137.4841363149988,10.668437859257647,0.3480574761380922
