sym,break_dir,persist,hold,N,mean,wr,pf,sharpe,t
7011.T,up,20,60,276,-2.1943425486617896,46.01449275362319,0.9138556270598722,-0.48642651636837536,-0.5090629759902143
7011.T,down,20,60,244,-0.14255479884255934,49.59016393442623,0.9945331680834932,-0.02840040951449443,-0.02794597364191211
7011.T,up,20,120,276,4.419715268379217,47.82608695652174,1.1493309965799927,0.7719102432814129,0.8078320412626953
7011.T,down,20,120,244,0.3709515308896133,50.0,1.0119826812890689,0.06307305791103814,0.0620638238683526
7011.T,up,30,30,192,-3.809443975730712,42.1875,0.801758983348706,-1.2739845388710913,-1.1120248730628925
7011.T,down,30,30,159,5.655251608277909,47.16981132075472,1.3424725472686478,1.447261667526376,1.149596283781289
7011.T,up,30,60,192,-2.828626141820468,44.79166666666667,0.8853714552635276,-0.6669357123917021,-0.5821492163246234
7011.T,down,30,60,159,10.890855634988698,53.459119496855344,1.5374913547294078,2.1084990135771773,1.6748337116588916
7011.T,up,30,120,192,0.6780811231767379,48.4375,1.0225392625017238,0.125668396675317,0.1096923695673099
7011.T,down,30,120,159,11.239679211900498,52.20125786163522,1.447059677715647,1.8656012507972612,1.4818939194319327
7011.T,up,60,30,103,-14.728844904219931,33.980582524271846,0.39974094696577134,-5.4121696683532745,-3.460108720113539
7011.T,down,60,30,77,4.447296521207989,51.94805194805194,1.299732138504706,1.615612304849033,0.8930633036442547
7011.T,up,60,60,103,-15.323554837322797,37.86407766990291,0.45990322838101866,-4.359214030470155,-2.786933042374553
7011.T,down,60,60,77,4.798404927357062,55.84415584415584,1.2639119211309644,1.40613609599849,0.7772709724336921
7011.T,up,60,120,103,-12.169788379995687,38.83495145631068,0.6418263333182881,-2.538549141857089,-1.6229454286212353
7011.T,down,60,120,77,5.580152950410876,50.649350649350644,1.2114527389673482,0.9275273108373742,0.5127100121424856
5016.T,up,20,30,260,-0.4473789813127483,47.69230769230769,0.9838086528878598,-0.08602415659122878,-0.08737895106493253
5016.T,down,20,30,283,-4.30255962960746,40.98939929328622,0.8454103558044409,-0.7969375159620934,-0.8445341569079794
